(560,)
(469,)
(472,)
(473,)
(474,)
(73620,)
(12425,)
(8609,)
(26560,)
(294,)
(12325,)
(12326,)
(12327,)
(12328,)
(12329,)
(12330,)
(2066,)
(8997,)
(11240,)
(45970,)
(52574,)
(3110,)
(20416,)
(20644,)
(38591,)
(38592,)
(6045,)
(11200,)
(12518,)
(74952,)
(2087,)
(2089,)
(726,)
(11247,)
(12053,)
(20881,)
(617,)
(40309,)
(501,)
(503,)
(504,)
(31893,)
(7733,)
(7734,)
(7735,)
(7736,)
(5553,)
(234,)
(865,)
(2254,)
(4508,)
(12046,)
(16618,)
(21972,)
(23192,)
(25488,)
(4176,)
(10441,)
(11773,)
(10956,)
(22512,)
(22513,)
(1538,)
(45852,)
(1012,)
(1013,)
(1014,)
(10760,)
(2051,)
(23697,)
(809,)
(11458,)
(55072,)
(8647,)
(88628,)
(646,)
(73950,)
(4252,)
(42421,)
(75807,)
(4729,)
(9313,)
(11258,)
(3534,)
(37774,)
(364,)
(79963,)
(10717,)
(3800,)
(41051,)
(2299,)
(11392,)
(11553,)
(29031,)
(10887,)
(10888,)
(3576,)
(720,)
(821,)
(7075,)
(90508,)
(380,)
(2506,)
(14737,)
(17594,)
(72153,)
(12516,)
(20192,)
(2326,)
(3205,)
(20455,)
(50496,)
(2921,)
(741,)
(7999,)
(12259,)
(12261,)
(12262,)
(986,)
(7201,)
(7333,)
(73872,)
(42,)
(979,)
(88,)
(11272,)
(23227,)
(1591,)
(53460,)
(53461,)
(21451,)
(5263,)
(5264,)
(1756,)
(89094,)
(73862,)
(10892,)
(1819,)
(44224,)
(2900,)
(6189,)
(2814,)
(15577,)
(15578,)
(223,)
(224,)
(11394,)
(55465,)
(55776,)
(55777,)
(55778,)
(2482,)
(2483,)
(7089,)
(2760,)
(7495,)
(11912,)
(692,)
(778,)
(1187,)
(12157,)
(14323,)
(2227,)
(5357,)
(18621,)
(25432,)
(52740,)
(1267,)
(2689,)
(6342,)
(59951,)
(12391,)
(50630,)
(71510,)
(25626,)
(11737,)
(12426,)
(620,)
(3242,)
(90195,)
(90196,)
(90197,)
(20740,)
(2355,)
(11434,)
(11544,)
(11545,)
(1843,)
(66327,)
(66328,)
(616,)
(34044,)
(20289,)
(20290,)
(20291,)
(5005,)
(7217,)
(7309,)
(19578,)
(38145,)
(4354,)
(978,)
(11449,)
(32803,)
(11356,)
(93542,)
(1153,)
(49243,)
(49244,)
(8801,)
(11337,)
(46625,)
(8600,)
(22632,)
(20343,)
(11522,)
(80711,)
(2335,)
(8818,)
(93521,)
(93522,)
(10214,)
(2376,)
(373,)
(635,)
(636,)
(24724,)
(25345,)
(85047,)
(85048,)
(85049,)
(19802,)
(45724,)
(5649,)
(8350,)
(13855,)
(19959,)
(201,)
(321,)
(814,)
(1711,)
(3221,)
(11499,)
(12023,)
(12927,)
(23207,)
(25491,)
(30268,)
(53874,)
(55428,)
(1997,)
(11433,)
(716,)
(82,)
(13837,)
(22370,)
(15866,)
(21488,)
(21489,)
(21490,)
(7449,)
(8780,)
(30257,)
(75937,)
(2278,)
(3391,)
(10050,)
(28812,)
(554,)
(536,)
(3314,)
(15855,)
(1783,)
(5726,)
(279,)
(12548,)
(3353,)
(35846,)
(82552,)
(1031,)
(1032,)
(1033,)
(280,)
(6982,)
(15462,)
(15463,)
(15464,)
(15465,)
(999,)
(2359,)
(2510,)
(67780,)
(67781,)
(1553,)
(19731,)
(157,)
(2996,)
(4524,)
(7330,)
(8659,)
(11239,)
(14937,)
(53667,)
(53668,)
(53669,)
(53670,)
(53671,)
(3989,)
(6422,)
(69627,)
(48184,)
(2675,)
(6973,)
(13351,)
(27350,)
(32853,)
(8791,)
(74192,)
(43394,)
(146,)
(7053,)
(690,)
(1566,)
(1155,)
(69626,)
(209,)
(210,)
(11344,)
(21435,)
(685,)
(822,)
(945,)
(946,)
(25820,)
(1533,)
(1677,)
(3366,)
(11248,)
(20418,)
(20420,)
(255,)
(19858,)
(5329,)
(567,)
(11562,)
(11563,)
(26240,)
(26241,)
(26242,)
(13502,)
(80386,)
(1779,)
(2680,)
(2752,)
(3214,)
(89303,)
(89304,)
(406,)
(505,)
(7177,)
(8875,)
(10167,)
(10168,)
(10169,)
(8763,)
(52723,)
(52724,)
(52725,)
(28205,)
(8930,)
(11702,)
(2893,)
(20465,)
(20466,)
(819,)
(19491,)
(23291,)
(67186,)
(23201,)
(514,)
(13630,)
(1807,)
(3632,)
(4254,)
(3851,)
(10247,)
(4665,)
(32299,)
(69542,)
(7458,)
(1390,)
(12666,)
(924,)
(59423,)
(6831,)
(33603,)
(19528,)
(25433,)
(25434,)
(28707,)
(28708,)
(11351,)
(68384,)
(68385,)
(49971,)
(49972,)
(21974,)
(8040,)
(49,)
(871,)
(34237,)
(7777,)
(8288,)
(8289,)
(38069,)
(38071,)
(38072,)
(7887,)
(46381,)
(53042,)
(56787,)
(1197,)
(10154,)
(13219,)
(11142,)
(798,)
(23105,)
(67504,)
(3914,)
(3644,)
(7485,)
(11766,)
(19328,)
(24245,)
(204,)
(758,)
(7306,)
(9111,)
(11673,)
(11674,)
(11675,)
(11676,)
(11677,)
(11678,)
(11679,)
(11680,)
(11681,)
(11683,)
(11685,)
(418,)
(25463,)
(25467,)
(5236,)
(7766,)
(7767,)
(7899,)
(3864,)
(9325,)
(42119,)
(3660,)
(26716,)
(26717,)
(2343,)
(4450,)
(2274,)
(7680,)
(12695,)
(19929,)
(19930,)
(19931,)
(19932,)
(19933,)
(24931,)
(6304,)
(6305,)
(90896,)
(90897,)
(10889,)
(2903,)
(26995,)
(37432,)
(8827,)
(1708,)
(5227,)
(32542,)
(818,)
(5729,)
(11963,)
(34338,)
(36201,)
(36204,)
(36205,)
(36206,)
(4621,)
(23948,)
(14319,)
(12918,)
(4251,)
(6999,)
(9155,)
(10919,)
(10920,)
(10921,)
(42272,)
(52728,)
(52729,)
(19456,)
(39644,)
(82598,)
(5725,)
(26590,)
(27123,)
(32668,)
(52590,)
(52591,)
(52592,)
(52593,)
(52594,)
(52595,)
(52596,)
(3567,)
(312,)
(23677,)
(62546,)
(84592,)
(84593,)
(10211,)
(4364,)
(5186,)
(14089,)
(49123,)
(14175,)
(213,)
(214,)
(54280,)
(54281,)
(45785,)
(3447,)
(45966,)
(14638,)
(15495,)
(58445,)
(42321,)
(86115,)
(86116,)
(9351,)
(5231,)
(2948,)
(57623,)
(57624,)
(3208,)
(1092,)
(7961,)
(7507,)
(8869,)
(42325,)
(49731,)
(52053,)
(27593,)
(69586,)
(69587,)
(11342,)
(20088,)
(72565,)
(2839,)
(2840,)
(313,)
(7272,)
(7273,)
(2427,)
(2430,)
(2432,)
(10187,)
(47043,)
(47044,)
(47046,)
(15117,)
(1138,)
(10317,)
(740,)
(4552,)
(1915,)
(1916,)
(1918,)
(3952,)
(4764,)
(7745,)
(46,)
(5340,)
(11560,)
(4763,)
(3978,)
(8734,)
(381,)
(382,)
(90571,)
(361,)
(7504,)
(664,)
(245,)
(20369,)
(20370,)
(5313,)
(5314,)
(89312,)
(89425,)
(16647,)
(61416,)
(61417,)
(61418,)
(7308,)
(89388,)
(4051,)
(2226,)
(541,)
(542,)
(543,)
(732,)
(11301,)
(11931,)
(12045,)
(12047,)
(64,)
(7110,)
(11929,)
(6018,)
(8211,)
(7049,)
(8770,)
(41999,)
(1168,)
(1157,)
(19233,)
(2319,)
(5746,)
(8246,)
(15689,)
(64570,)
(78177,)
(47231,)
(10257,)
(10258,)
(28,)
(19631,)
(34446,)
(10462,)
(4293,)
(12686,)
(50083,)
(50084,)
(78218,)
(28361,)
(1101,)
(1102,)
(53047,)
(53048,)
(11948,)
(4042,)
(9115,)
(9116,)
(19029,)
(218,)
(11386,)
(3316,)
(3317,)
(3318,)
(12018,)
(579,)
(7653,)
(2306,)
(52107,)
(27450,)
(7400,)
(49389,)
(26476,)
(13238,)
(23031,)
(34846,)
(200,)
(6419,)
(21925,)
(21926,)
(21927,)
(80272,)
(7694,)
(8794,)
(14373,)
(40451,)
(938,)
(3259,)
(18811,)
(23909,)
(1687,)
(1688,)
(1689,)
(1690,)
(1691,)
(1692,)
(5632,)
(4186,)
(40789,)
(53194,)
(53196,)
(53197,)
(53198,)
(53199,)
(53200,)
(286,)
(68467,)
(3522,)
(3942,)
(35063,)
(12296,)
(654,)
(4502,)
(927,)
(1202,)
(8876,)
(12745,)
(638,)
(3139,)
(14121,)
(14122,)
(15547,)
(17823,)
(17824,)
(219,)
(1182,)
(11649,)
(11650,)
(11651,)
(11652,)
(4730,)
(4731,)
(8814,)
(8841,)
(8842,)
(10986,)
(4413,)
(24356,)
(36978,)
(8685,)
(15877,)
(15878,)
(18715,)
(65129,)
(6279,)
(12009,)
(12011,)
(52860,)
(19124,)
(571,)
(15308,)
(1323,)
(1324,)
(8764,)
(29364,)
(13495,)
(5623,)
(6458,)
(47380,)
(5241,)
(56050,)
(4811,)
(7658,)
(8661,)
(66329,)
(66330,)
(66331,)
(6692,)
(46225,)
(10954,)
(11446,)
(2920,)
(11046,)
(40366,)
(40367,)
(851,)
(7446,)
(8555,)
(74636,)
(10757,)
(13818,)
(48752,)
(77798,)
(85721,)
(10324,)
(10698,)
(3279,)
(3459,)
(9352,)
(9353,)
(13298,)
(13300,)
(11770,)
(358,)
(11104,)
(26136,)
(26137,)
(26138,)
(26140,)
(20966,)
(11493,)
(11494,)
(23277,)
(100,)
(11241,)
(7714,)
(14631,)
(58085,)
(8607,)
(16275,)
(57818,)
(526,)
(1316,)
(1317,)
(20313,)
(2146,)
(2148,)
(2149,)
(3434,)
(93380,)
(93381,)
(88533,)
(563,)
(565,)
(566,)
(398,)
(399,)
(1049,)
(394,)
(395,)
(1044,)
(7367,)
(7368,)
(7369,)
(7370,)
(2926,)
(11982,)
(31892,)
(1297,)
(1298,)
(125,)
(486,)
(6476,)
(6477,)
(44171,)
(72682,)
(72683,)
(9210,)
(10086,)
(12955,)
(23501,)
(23502,)
(38944,)
(40268,)
(11729,)
(98,)
(13313,)
(13466,)
(13467,)
(13468,)
(13469,)
(77,)
(19194,)
(30133,)
(38616,)
(38617,)
(38618,)
(38619,)
(14407,)
(3519,)
(16517,)
(7339,)
(3308,)
(34233,)
(48509,)
(13954,)
(8714,)
(52739,)
(3055,)
(6379,)
(54,)
(336,)
(337,)
(41967,)
(63902,)
(22820,)
(7488,)
(7489,)
(5084,)
(11230,)
(19778,)
(2015,)
(5826,)
(1251,)
(59348,)
(1848,)
(17931,)
(17932,)
(2699,)
(41640,)
(11594,)
(21673,)
(4120,)
(4121,)
(89347,)
(8575,)
(4113,)
(13309,)
(11447,)
(3953,)
(11564,)
(11566,)
(12177,)
(12179,)
(7266,)
(27197,)
(12840,)
(50510,)
(50511,)
(91542,)
(91543,)
(6714,)
(12219,)
(11831,)
(82002,)
(72591,)
(16116,)
(89636,)
(89637,)
(2280,)
(2281,)
(2282,)
(2283,)
(72598,)
(77292,)
(78994,)
(633,)
(4520,)
(93101,)
(93102,)
(93103,)
(93104,)
(14120,)
(53,)
(34403,)
(24133,)
(63520,)
(4718,)
(7100,)
(1539,)
(1315,)
(32558,)
(12975,)
(12976,)
(4090,)
(39483,)
(4971,)
(10853,)
(19385,)
(65361,)
(67703,)
(156,)
(1419,)
(55405,)
(68304,)
(10715,)
(26198,)
(7508,)
(42498,)
(44615,)
(47462,)
(17027,)
(6087,)
(12113,)
(94410,)
(94411,)
(12141,)
(46059,)
(46060,)
(15338,)
(15339,)
(15340,)
(11335,)
(11336,)
(11338,)
(2264,)
(76846,)
(76847,)
(76848,)
(13195,)
(10056,)
(10057,)
(10058,)
(10479,)
(9122,)
(85817,)
(58637,)
(53407,)
(53408,)
(4925,)
(8746,)
(5899,)
(59341,)
(6337,)
(11631,)
(16053,)
(32545,)
(3561,)
(36186,)
(36187,)
(29062,)
(29063,)
(29064,)
(2740,)
(49386,)
(2830,)
(921,)
(10026,)
(32718,)
(32719,)
(634,)
(88161,)
(388,)
(5545,)
(35020,)
(69462,)
(73925,)
(73926,)
(73927,)
(12355,)
(16144,)
(33553,)
(58849,)
(14639,)
(328,)
(84797,)
(84798,)
(84799,)
(3712,)
(10443,)
(4903,)
(28810,)
(28811,)
(2934,)
(1627,)
(893,)
(13042,)
(3816,)
(413,)
(3462,)
(11506,)
(3290,)
(922,)
(3095,)
(39134,)
(1095,)
(2307,)
(14063,)
(3076,)
(242,)
(2495,)
(7937,)
(2339,)
(2340,)
(6196,)
(2772,)
(22700,)
(28360,)
(794,)
(795,)
(416,)
(463,)
(464,)
(465,)
(13682,)
(73964,)
(7445,)
(1307,)
(1308,)
(8139,)
(10212,)
(8828,)
(7254,)
(15113,)
(15115,)
(82784,)
(34166,)
(80405,)
(66152,)
(22207,)
(22211,)
(41680,)
(6724,)
(19148,)
(5004,)
(24248,)
(65815,)
(11366,)
(11367,)
(11368,)
(23648,)
(19558,)
(8831,)
(11962,)
(2833,)
(8824,)
(10481,)
(19498,)
(60360,)
(54259,)
(9079,)
(2741,)
(11460,)
(10442,)
(8145,)
(25489,)
(5173,)
(20757,)
(2325,)
(14679,)
(12226,)
(17877,)
(84489,)
(20249,)
(45137,)
(13992,)
(40349,)
(379,)
(22566,)
(22567,)
(8735,)
(17827,)
(41683,)
(12601,)
(12602,)
(8809,)
(2835,)
(881,)
(3958,)
